ID,CURR_AGE,GENDER,ANN_INCOME,AGE_CAR,PURCHASE
73360K78AK,39,F,362168.0,229,1
73363K37HK,28,F,169045.33333333334,298,0
73364X45PT,33,F,394837.3333333333,442,0
73365B89BW,49,F,499317.3333333333,339,0
73366K57YW,45,M,438963.0,329,0
73367V64YH,36,M,387366.0,332,1
73372B17HW,44,M,685368.0,40,1
73374C51OV,36,F,477656.0,414,1
73376P00GV,61,M,351611.0,118,0
73376W79YH,42,F,295584.0,287,0
73380R34KV,56,F,356434.6666666667,267,1
73387H54MO,60,M,114338.0,212,0
73394H08RJ,32,M,191496.0,264,1
73394Y59DC,39,F,681706.6666666666,367,1
73398M28KS,43,M,434655.0,356,0
73398Y88BD,42,M,328670.0,312,0
73402V23HF,56,F,504976.0,104,1
73404N46FJ,49,M,391539.0,291,1
73407N91WU,40,M,485997.0,195,0
73408B50TC,45,F,382069.3333333333,667,1
73408T50JU,55,F,282338.6666666667,414,1
73409F79FU,45,M,421435.0,446,1
73409O60QH,32,M,297214.0,138,0
73413I97TM,50,F,557064.0,335,1
73420L45EP,38,M,328239.0,423,0
73427A16FA,47,F,470490.6666666667,271,0
73428L00ZM,48,M,167311.0,320,1
73428Q95CQ,65,M,230686.0,621,1
73430Q86OB,42,M,166934.0,301,0
73433Z98FC,52,M,340639.0,174,0
73436K46LQ,52,F,442912.0,282,1
73438K12YJ,58,M,530775.0,448,1
73439U64RA,28,M,194571.0,321,0
73446X46OZ,37,F,790282.6666666666,427,1
73454J04OV,48,F,479725.3333333333,642,0
73455Q40ZK,34,F,242640.0,233,0
73457G27UI,57,M,299954.0,240,1
73468U64SI,46,F,459509.3333333333,714,0
73468Z49KD,47,M,154735.0,324,0
73470P94PF,46,M,329133.0,212,1
73470V36SI,32,M,174160.0,307,1
73470Y23FJ,39,M,122766.0,312,0
73471B23AS,44,M,481938.0,384,0
73474F16TX,62,M,145438.0,481,0
73476Z68DG,34,F,345050.6666666667,489,0
73482D84QE,55,F,434498.6666666667,304,1
73482P09KH,36,M,185235.0,264,1
73482V17YW,37,M,190367.0,500,1
73482X40HM,35,M,212180.0,299,1
73484R19BE,44,M,198191.0,397,1
73485P60CF,38,M,116427.0,297,0
73492F57TB,26,F,301445.3333333333,281,0
73492Z29QX,48,M,206386.0,348,1
73493H21GX,34,M,135712.0,327,0
73494K58YY,25,F,159986.66666666666,99,0
73498R61EP,64,F,300277.3333333333,319,0
73499J11NF,43,M,517962.6666666667,278,1
73501S15BE,52,M,588398.0,376,1
73502K08KS,57,M,450161.0,300,1
73502N90CK,43,M,559152.0,903,1
73503M93UF,30,F,369659.0,345,1
73504A86QS,60,M,303017.0,242,0
73508A76AZ,25,M,226250.0,389,1
73508E24BK,35,M,215677.0,727,1
73508U49UJ,26,F,204933.33333333334,225,0
73513F52AH,43,M,263444.0,243,1
73514A69WB,33,F,423963.6666666666,427,1
73515J99YC,39,M,724034.6666666666,765,1
73523S34YW,41,M,450466.0,260,1
73524I55CJ,59,F,265501.3333333333,966,1
73525X48LX,52,M,137272.0,368,0
73526B72UU,44,M,129296.0,458,1
73526T02KP,33,M,266609.0,389,1
73531D61XF,36,M,305736.0,437,1
73534B06AC,32,M,136819.0,6,0
73535V50SE,28,M,183860.0,514,1
73536X00VR,42,M,414716.0,255,1
73539L84YS,46,F,389282.6666666667,356,1
73541Z82RK,51,F,374368.0,418,1
73544D32US,29,M,118005.0,211,0
73545A65DR,46,M,199853.0,469,1
73545H76CX,41,M,675226.6666666666,283,0
73548Q51UO,53,F,305744.0,419,1
73550O80EJ,62,F,337232.0,46,0
73550V93FT,58,F,242082.66666666666,662,1
73552R49RM,43,M,509016.0,372,1
73553P03IB,57,F,98946.66666666667,303,0
73554M44HL,47,F,672250.6666666666,469,1
73554Z93LU,27,M,196653.0,399,1
73564Q45XB,61,M,519909.0,387,1
73565M43OF,35,F,480229.3333333333,466,1
73565R55WU,44,M,199086.0,296,0
73570X45DJ,58,M,196384.0,232,1
73572U93II,45,M,260598.0,492,1
73572Y23OY,56,M,112166.0,260,0
73572Y83LQ,45,M,227338.0,277,0
73575C43FB,43,M,271382.0,302,1
73577E30PH,49,M,229839.0,468,1
73578Q61NI,30,F,353357.3333333334,125,0
73578X51HN,37,M,149108.0,412,0
73580N93LO,46,F,488493.3333333333,205,1
73582Q39BR,29,F,188725.33333333334,73,0
73583J42FH,41,F,713093.3333333334,285,0
73584X28HW,32,F,320796.3333333334,326,0
73588F49QT,52,M,331416.0,157,0
73590S55YH,49,F,753040.0,429,1
73600G58TL,32,F,441782.6666666666,348,0
73602T91SP,29,F,135624.0,423,0
73603H44KJ,28,M,116656.0,294,0
73603O96DI,46,M,115422.0,371,0
73604P34QJ,55,F,296765.3333333333,937,1
73607S82VU,26,F,408224.0,468,1
73607W04MW,44,F,485701.3333333333,347,0
73608C89QR,41,F,319325.3333333333,313,0
73608M49CE,51,F,423384.0,209,0
73616B49SM,28,M,286231.0,349,1
73617U84OU,36,F,668146.6666666666,439,1
73621E74AV,46,M,379397.0,111,1
73622S74UQ,53,M,727484.0,592,1
73622T47EH,42,M,354634.0,367,1
73623X00IL,53,F,217136.0,352,0
73624D97LD,56,F,311021.3333333333,41,1
73624O33CU,59,M,526693.0,93,1
73627P97ON,30,F,136906.66666666666,248,0
73627R22BM,32,M,158310.0,46,1
73628K50MB,65,M,443396.0,137,0
73632D86VZ,43,M,233359.0,340,1
73632U58WN,48,F,303821.3333333333,305,1
73636R96SJ,26,M,143933.0,285,0
73640D68TL,28,M,213143.0,281,0
73641J68AC,60,M,617497.0,79,1
73641T44HW,42,F,384376.0,213,0
73642E24EB,25,M,140129.0,441,1
73644Y23XT,49,M,794402.6666666666,905,1
73645Q48QK,59,M,704644.0,46,0
73646N78FB,34,F,432490.3333333334,432,0
73647A79HU,53,F,110146.66666666667,878,1
73647M25SS,36,F,423562.6666666667,414,1
73647M50OI,39,F,569698.6666666666,335,1
73647P84IK,43,M,268915.0,363,1
73648I18FC,40,M,429331.0,499,1
73651C67XI,29,M,173831.0,432,1
73651F22EL,40,M,380789.0,359,0
73651R69SD,32,M,211559.0,438,1
73657Q69WJ,42,F,358789.3333333333,844,1
73660B08RC,36,M,396632.0,428,0
73664J09ER,45,F,345458.6666666667,676,1
73666T52VS,60,M,585984.0,290,0
73678T80FQ,64,M,143793.0,798,1
73690A25NW,36,M,187128.0,222,1
73691I20TB,28,F,275528.0,189,0
73697C22PI,47,F,765706.6666666666,225,1
73704U25ZV,49,F,631554.6666666666,472,1
73704W73YV,53,F,268586.6666666667,376,0
73705G29WK,31,M,275874.0,348,0
73718D93DK,28,M,158178.0,237,1
73718L76ZI,25,M,253486.0,203,0
73719D54CF,62,F,95410.66666666667,330,0
73719K15KZ,51,F,226344.0,331,1
73723Q23UU,58,M,88410.0,56,1
73726H38DH,35,M,230348.0,497,1
73728W15BS,38,M,338224.0,497,1
73732K51UE,41,M,360503.0,427,1
73734B41AC,52,M,106731.0,182,0
73744S90RN,62,F,151093.33333333334,659,1
73744Y38QA,28,M,297775.0,495,1
73753C78FE,28,M,130473.0,214,0
73753N50AF,45,F,776536.0,700,1
73753T36ZC,41,M,397290.0,233,1
73758C46CK,30,F,434045.6666666666,122,0
73763O50RN,39,M,278949.0,431,1
73765K11EU,39,M,618733.3333333334,358,0
73772J34IY,39,F,388922.6666666667,489,0
73778Q93WU,61,M,638401.0,335,0
73778V27NH,59,M,274432.0,470,1
73783S10PT,41,M,562712.0,802,1
73785W72ZL,38,F,757530.6666666666,439,1
73791N62WU,51,M,579707.0,765,1
73792Y39LZ,43,F,734810.6666666666,344,1
73793S20UC,39,M,700248.0,720,1
73794L57ZQ,26,F,484666.6666666667,276,0
73796X42EU,47,M,143588.0,269,0
73799Q17ND,46,F,468592.0,291,0
73805C86BC,33,M,150661.0,262,0
73809F89KF,49,M,526829.3333333334,207,1
73812D02XM,54,F,192525.33333333334,894,1
73814Q06IB,39,M,318566.0,410,1
73816A50PB,27,F,413899.0,383,1
73817O22AY,28,M,126127.0,418,1
73818X28UW,48,M,110236.0,305,1
73819V74YX,46,F,637029.3333333334,477,1
73820G86XT,62,F,416096.0,1020,1
73822U61RV,43,M,799130.6666666666,381,1
73827B25ZB,56,M,681910.0,679,1
73828Z88CD,28,M,164668.0,464,1
73829V70MC,52,F,370928.0,11,0
73832V62TY,30,F,323296.3333333334,425,1
73838M26PO,47,M,200544.0,386,1
73842Y77WJ,27,F,486261.3333333333,304,1
73843R30JL,54,M,399965.0,422,1
73846K98JN,47,M,100929.0,314,0
73848H96UN,46,F,389181.3333333333,313,0
73849U67MT,55,F,289984.0,481,1
73855D84SO,30,F,346084.0,293,0
73856J39JW,26,F,393117.3333333334,343,1
73860T50BQ,25,F,378229.3333333333,238,1
73866R59DG,31,F,366317.3333333334,458,0
73868J53ZJ,49,M,113135.0,494,0
73868O02FI,37,F,356501.3333333333,214,1
73869X16RT,40,F,379576.0,211,0
73873W40QN,26,M,198084.0,470,0
73879C70AD,32,M,145278.0,214,1
73881I35HM,34,F,308157.3333333333,218,1
73881U05VO,64,F,204866.66666666666,510,1
73887N92OA,42,M,111385.0,268,1
73887P62NB,58,M,371837.0,264,0
73888U32ZQ,47,M,136671.0,223,0
73892G97ZR,38,M,258498.0,333,1
73897Y04QQ,41,M,402912.0,493,1
73899T46BG,65,F,232637.33333333334,198,1
73901G37OH,53,M,511533.0,296,0
73905T98YS,63,F,225501.33333333334,215,0
73912P95VC,50,F,341429.3333333333,149,0
73913S18VB,61,M,541205.0,237,1
73913W30WC,31,F,411144.0,382,1
73915L84ZB,46,M,410230.0,125,0
73916F94TF,25,F,183808.0,313,0
73916G20JI,35,F,222784.0,247,0
73918A05UT,38,F,382706.6666666667,379,0
73919Q05JQ,29,F,181253.33333333334,225,1
73920C42HL,42,M,690421.3333333334,847,1
73926A18XR,32,M,225331.0,243,0
73927J22VY,58,F,494754.6666666667,323,0
73931Q68XQ,34,F,188637.33333333334,302,1
73931V75OI,43,M,342276.0,493,0
73934L54EI,36,M,213550.0,144,0
73937X41UR,40,M,195896.0,422,1
73940V77KZ,44,F,504157.3333333333,283,1
73942A35MM,62,M,398849.0,417,0
73944I13PT,52,F,458205.3333333333,393,1
73944X45YL,54,M,289650.0,427,1
73945Y10ZW,29,F,437755.3333333334,351,1
73946L00FN,32,F,342814.3333333334,496,1
73946X09ML,30,F,459018.6666666667,310,1
73950I54OP,49,M,223842.0,290,1
73950K09VW,26,F,342354.6666666667,286,1
73951L98OG,45,M,259118.0,185,0
73955F91MS,60,M,258500.0,755,1
73956X77EC,44,F,680736.0,654,1
73959M97JP,65,F,240042.66666666666,482,1
73960J32GD,27,M,101023.0,297,0
73963V55OG,58,F,409442.6666666667,422,0
73965W46EL,45,F,427130.6666666667,637,1
73968I73QL,61,M,405995.0,218,1
73969D79FB,44,M,759754.6666666666,287,0
73969U82QA,30,F,469130.6666666667,284,1
73973F20DQ,60,F,137842.66666666666,203,0
73980Q79YQ,56,F,520664.0,60,0
73981J84SH,33,F,380776.6666666666,182,0
73983H83OI,27,M,220269.0,390,1
73984R35NJ,46,F,344861.3333333333,275,0
73985W98GY,56,M,168300.0,453,1
73986N68WJ,39,M,559128.0,220,1
73988Q27HI,39,F,414386.6666666667,534,0
73989D70OZ,32,F,179640.0,395,1
73993W00TF,63,M,374140.0,96,0
73999D71BS,28,M,172135.0,90,0
74000O93PT,50,F,496098.6666666667,551,1
74001W97SC,60,M,401447.0,50,0
74001X87MT,41,M,162364.0,266,1
74002I39FY,56,F,97645.33333333333,410,0
74003V21LN,65,F,140570.66666666666,991,1
74004E61EF,43,M,156002.0,394,1
74011B92NA,55,F,127370.66666666667,66,0
74011N51AG,64,F,373789.3333333333,180,1
74014T65WH,54,F,270648.0,205,0
74015W04UC,40,M,429014.0,344,0
74021A09QL,51,M,208136.0,213,0
74022K55GF,46,M,335203.0,408,1
74024S29FE,45,F,313464.0,344,0
74027K68OV,49,M,765096.0,98,0
74029Q68EF,52,M,467873.0,387,1
74033B17YS,64,F,160637.33333333334,287,0
74040A12ZZ,54,F,242082.66666666666,362,1
74040N32DD,50,F,674674.6666666666,636,1
74042S37SX,61,M,229711.0,70,0
74043E92BH,63,F,188816.0,416,1
74044E84HB,44,M,301013.0,244,1
74047Z55PP,57,F,431477.3333333333,362,1
74048X99VM,48,M,442789.0,317,0
74051A61MK,31,M,222037.0,987,1
74053Q09GS,41,M,396688.0,213,1
74054N40TZ,43,M,187663.0,330,0
74055A01ZS,59,M,552907.0,888,1
74055A62TG,51,F,425850.6666666667,278,0
74056C08JL,50,F,671445.3333333334,696,1
74058C27JR,52,F,290600.0,329,0
74062U66JZ,34,F,400534.3333333334,314,1
74063A06AX,55,F,203970.66666666666,979,1
74063D50OS,48,F,606408.0,5,0
74063T73KW,65,M,376320.0,255,0
74069P68SD,28,F,439099.3333333334,424,1
74071P03UI,37,M,112463.0,416,0
74073C52HD,29,M,110025.0,270,0
74073E12JN,57,M,706004.0,424,1
74073G02PN,53,F,358762.6666666667,93,1
74073Q94WO,26,F,452264.0,273,0
74076K09NW,64,F,475546.6666666667,44,0
74078P01TI,36,F,400202.6666666667,445,1
74078W38XP,36,F,603552.0,298,1
74082F47XU,48,F,300701.3333333333,38,0
74082R91EX,45,F,267722.6666666667,411,1
74085D05KI,59,M,186565.0,247,0
74089W94HX,62,M,609180.0,486,1
74089Z68IA,58,M,718078.0,513,1
74093F96NJ,29,M,220299.0,139,0
74093T78RD,31,M,287176.0,821,1
74094S85UB,32,M,137238.0,369,0
74097I93AG,29,F,171040.0,335,1
74099C23EB,37,M,233270.0,371,1
74099K86ZI,65,F,133994.66666666666,240,0
74102C58LJ,25,F,414932.0,238,0
74107A73DP,31,M,186785.0,197,0
74110X08IE,48,F,405282.6666666667,21,0
74113F90GY,27,M,148145.0,355,0
74113O21JS,45,F,361141.3333333333,177,0
74120F40SK,39,F,565152.0,218,0
74120V87GL,48,F,715264.0,434,1
74124C93CQ,65,M,517722.0,182,1
74128V84XI,33,F,373247.3333333334,209,1
74130L28HW,48,F,399458.6666666667,621,0
74132I02PR,40,M,132936.0,398,0
74136A18TB,31,F,414325.6666666666,237,1
74137R90GG,35,F,324306.0,434,1
74138Z02IG,49,F,391293.3333333333,447,1
74139F56XJ,45,M,351340.0,468,1
74144Z25DE,47,F,476016.0,275,0
74156W70LG,51,F,390368.0,193,0
74158I99RW,61,M,219923.0,313,1
74163D33PR,59,M,360675.0,475,1
74165V67KB,38,F,443141.3333333333,66,0
74166G13PV,64,F,163629.33333333334,402,1
74167H91NY,54,M,588268.0,379,1
74172J14QF,38,F,462917.3333333333,318,1
74173A87HS,52,F,141245.33333333334,302,1
74174C59PW,42,M,471648.0,287,0
74177A89HI,42,M,177319.0,337,1
74181F81GC,53,F,98736.0,124,0
74182Y06UG,55,M,742864.0,208,1
74183G11DA,40,F,274082.6666666667,832,1
74183N10PV,47,M,479078.0,311,0
74184W37TE,65,F,253224.0,308,0
74185A03ZL,47,F,343549.3333333333,474,0
74185A08QA,34,M,225456.0,304,0
74188A58XL,61,M,312108.0,58,0
74196X33AN,58,F,260538.66666666666,1002,1
74199Q51PY,54,M,679220.0,384,1
74205M36PB,47,M,290013.0,499,1
74207G91AV,52,F,108824.0,5,0
74210S12OY,45,F,491133.3333333333,203,1
74230I72AB,46,M,201830.0,492,1
74231V82EV,56,F,288568.0,253,1
74235B16ZM,65,F,332330.6666666667,147,0
74235B23XL,52,M,275012.0,187,0
74247T25TP,40,M,451856.0,335,1
74249L95AM,48,M,241161.0,476,1
74250F60SR,32,M,194437.0,310,1
74253K39NS,41,F,453874.6666666667,841,1
74264L22JN,42,M,569698.6666666666,222,1
74266C20ZI,34,M,171285.0,112,1
74266F64FK,28,F,147360.0,477,0
74266K32FP,37,F,328117.3333333333,346,0
74273B51VA,35,F,444271.0,416,1
74274J14HI,34,F,427546.6666666667,257,1
74278C37DB,30,F,342565.6666666666,233,0
74279C46RB,28,M,119325.0,970,0
74288G74EI,34,M,257810.0,285,1
74293M04RI,53,M,590880.0,247,1
74300U48DI,57,F,442552.0,326,0
74301B09OW,57,M,712871.0,230,1
74301F75TC,32,F,353826.3333333334,398,1
74302P81UY,45,F,431426.6666666667,402,1
74304I73CZ,52,M,374375.0,11,1
74310W63FD,28,F,157258.66666666666,369,1
74313U52CU,59,M,424653.0,201,0
74313W98VL,25,F,316424.0,421,1
74314U96UT,50,F,335800.0,90,1
74316M53OG,46,F,450682.6666666667,497,1
74316R08CM,25,F,432610.6666666666,436,0
74316X28TA,35,M,242775.0,336,1
74318P10TG,42,M,323593.0,477,1
74323I03RG,35,M,229755.0,390,1
74323L40ZQ,65,M,83087.0,498,0
74324N48QF,33,M,153144.0,358,0
74325Z03RU,59,M,381482.0,97,0
74325Z59RO,35,M,199634.0,234,0
74334Z62KT,64,M,321800.0,183,0
74337B14YY,31,F,410556.0,267,0
74338P12GI,25,F,345640.0,347,1
74338U54ZX,39,M,322126.0,384,1
74342S91RH,35,F,138325.33333333334,293,0
74342T36ZM,59,M,108407.0,427,0
74347N54XV,25,F,443216.0,405,1
74353J14ON,42,M,296808.0,321,0
74353V45VG,43,F,389797.3333333333,216,1
74354P11EI,57,M,546590.0,355,0
74356Y54VK,27,F,217160.0,208,1
74363P75OR,50,F,547378.6666666666,977,1
74366K90RB,39,M,204225.0,459,1
74377K20YR,55,M,200474.0,386,1
74378W76RB,31,M,233083.0,352,1
74382W31QJ,58,F,205645.33333333334,368,1
74386X80EL,53,M,380997.0,500,1
74394T15FB,56,M,646954.0,312,0
74397I43KE,30,M,244812.0,297,0
74397I88RW,52,M,592811.0,353,0
74398N97KZ,52,F,152930.66666666666,860,1
74400D07EG,51,M,775570.0,347,1
74401F19HA,64,M,793171.0,94,1
74401M28MU,59,F,224200.0,536,1
74402C82AV,52,F,111786.66666666667,15,0
74402U72WM,29,M,252588.0,441,1
74403O74SN,32,M,255352.0,270,0
74408G92CN,64,M,533460.0,201,0
74409H89IZ,55,F,298002.6666666667,604,1
74410H27AL,30,M,291403.0,175,0
74413R37YA,39,F,305128.0,272,1
74413X04TE,54,M,501096.0,452,1
74416O63RD,39,M,364811.0,214,0
74421D46CK,55,F,423466.6666666667,424,0
74424E81NS,60,M,255439.0,239,0
74429I85XP,37,F,586136.0,1012,1
74429X69MI,33,F,235930.66666666666,415,1
74430W48LL,40,F,775581.3333333334,456,1
74444A44TJ,58,F,129754.66666666667,163,1
74446S17SC,29,M,131760.0,204,0
74447V26MW,65,F,237240.0,344,0
74450W93FQ,62,F,481376.0,111,0
74453G58LH,32,F,334235.3333333334,359,0
74453S15BM,35,M,124592.0,761,1
74457J66WC,49,M,303467.0,437,1
74457K27LH,47,M,520664.0,60,1
74459H60NN,44,M,144896.0,378,1
74461L13QK,32,M,196958.0,207,0
74463D54CW,38,M,482878.0,201,0
74465R11IU,58,F,103125.33333333333,830,1
74466O16MM,51,M,247938.0,299,0
74470L40HL,59,M,570218.0,417,1
74473G96AF,51,F,192408.0,141,0
74476R41YF,27,M,162709.0,483,1
74477Q86QM,39,F,681416.0,644,1
74484V04NN,41,M,493203.0,340,0
74485M27OJ,28,F,188405.33333333334,246,1
74487I22VJ,32,M,155844.0,370,1
74489Q93DT,56,F,263565.3333333333,371,1
74490Q01OO,28,M,248146.0,551,0
74491U93XN,56,F,500912.0,293,0
74493T20HJ,54,F,451416.0,281,0
74494C20JJ,31,M,203447.0,271,0
74497X51QD,34,F,395240.0,251,1
74502L87EB,63,M,785510.0,188,1
74506C63XT,55,M,148294.0,402,0
74512P20BM,29,F,304098.6666666667,244,0
74513U05ZU,53,M,413082.0,577,1
74519H38MW,47,M,360390.0,402,1
74519O42RE,50,M,112783.0,417,1
74520M46KX,45,M,600952.0,802,1
74523I02XU,34,F,167901.33333333334,393,1
74523J62WV,45,M,177084.0,101,0
74524I61UR,63,M,628278.0,701,1
74529N37VW,45,M,324522.0,12,1
74529R36BS,55,M,675691.0,413,1
74530N31OX,30,M,148333.0,349,0
74532A48JQ,45,M,283531.0,379,1
74536E50UL,37,M,487139.0,278,1
74538Y60LC,28,M,180428.0,253,0
74539E28MV,64,M,200315.0,547,0
74540T45RO,53,M,245570.0,283,1
74541G95NT,58,M,710986.0,321,0
74545N40QN,62,F,301392.0,761,1
74555O81NO,62,F,280882.6666666667,857,1
74563A95FD,31,M,118816.0,491,1
74566A34JT,34,F,331032.0,391,0
74566U57BE,40,M,389798.0,389,0
74567C66HH,46,M,697672.0,803,0
74572R82QE,43,M,488839.0,208,1
74575C70AA,39,F,698514.6666666666,221,0
74575H20RW,58,M,471549.0,334,0
74583P16GQ,61,M,86400.0,174,0
74588K07RL,30,F,135714.66666666666,403,0
74590H14FC,50,M,117731.0,94,0
74591H00PE,45,M,236467.0,306,1
74594W83RM,37,M,741765.3333333334,34,0
74601D34DT,53,F,503256.0,481,1
74603J91DY,35,M,254693.0,306,1
74603R74MP,59,M,628038.0,993,1
74607C97HN,50,M,346642.0,492,1
74609Y95OD,65,F,220221.33333333334,246,1
74611I47CG,44,M,424518.0,475,1
74612F26XU,25,M,193994.0,469,1
74615I81VI,58,F,145765.33333333334,825,1
74617E70OA,39,F,610888.0,317,1
74617E81WF,47,M,344976.0,304,0
74618J05YA,48,M,345142.0,219,0
74624J04JR,25,F,460424.0,439,1
74625S60OE,34,M,123212.0,495,0
74626G48WA,49,F,330786.6666666667,376,1
74634M20QJ,27,M,275767.0,1001,1
74635E51AR,31,F,185765.33333333334,247,0
74635V59GC,34,F,186813.33333333334,205,0
74639C78UN,55,F,491824.0,327,1
74649M15QE,52,F,395549.3333333333,201,0
74651Z35ET,27,F,393554.6666666667,327,1
74656G10CV,53,M,158609.0,592,1
74656Q42NN,36,M,110269.0,284,0
74660I69KG,27,F,443072.0,322,0
74660S12BX,50,M,785832.0,242,1
74660V46JH,56,F,445722.6666666667,459,1
74665Z27HB,53,M,236594.0,693,1
74666T07TQ,28,M,184795.0,10,0
74670U60RY,57,F,362552.0,177,1
74673H33QD,28,M,114094.0,618,1
74676M52HW,63,F,183938.66666666666,57,0
74676X62VD,54,F,413992.0,355,1
74677H18NV,41,M,432471.0,440,1
74678V66SX,36,M,108584.0,441,1
74679T89FE,44,F,606168.0,729,1
74680A67IM,51,F,140325.33333333334,293,0
74693G76KJ,34,F,380445.3333333333,282,1
74693K16AP,30,M,248453.0,844,1
74695V44WV,60,M,310073.0,109,1
74696J67DJ,38,M,543754.6666666666,681,1
74698E06SD,30,M,155394.0,43,1
74709E41AW,39,M,494627.0,485,1
74710B22XY,38,M,213164.0,497,1
74712V63QZ,26,M,162513.0,223,1
74713U43LG,44,F,719037.3333333334,427,1
74724Z12ES,64,F,336618.6666666667,709,1
74725W72GQ,33,F,354042.6666666666,235,0
74729C36OU,32,F,391876.6666666666,384,1
74732P65EU,37,M,615181.3333333334,114,0
74732P83OJ,54,F,440861.3333333333,409,1
74737A57PD,37,M,408978.0,383,1
74737P51YW,28,M,121247.0,837,1
74737V46CH,45,F,653261.3333333334,148,0
74743R91NL,29,M,260345.0,184,1
74745F48MJ,28,F,349755.0,300,0
74749G50RU,56,F,349413.3333333333,432,1
74753G22QU,40,M,476988.0,293,0
74753R23XC,56,M,764566.0,209,0
74754F63YM,53,F,357826.6666666667,147,1
74757S51JM,39,M,403592.0,296,0
74763F82SM,35,M,111433.0,290,0
74764A62QZ,26,F,498717.3333333333,243,1
74766T69PG,25,M,154829.0,384,1
74769D13QD,54,M,775784.0,269,1
74774M85OC,38,M,344107.0,305,0
74781R01EE,63,F,108632.0,345,0
74783Z35WU,65,F,168680.0,469,1
74785H32NT,64,M,497950.0,416,1
74785L83RZ,48,M,489096.0,330,0
74787R07TU,58,F,397272.0,261,0
74788X15UU,56,M,292735.0,79,1
74794X47UF,65,M,646994.0,190,1
74801S15GT,37,M,248737.0,247,0
74802Z13HA,36,M,743725.3333333334,417,1
74803D87LO,44,F,268656.0,390,0
74803X61OW,39,M,368688.0,48,1
74804R93ME,65,F,463674.6666666667,203,0
74806I11FY,54,M,769461.0,577,1
74808I20OE,32,F,252813.33333333334,312,1
74809U12YZ,59,F,300981.3333333333,391,1
74809V22TU,62,F,223605.33333333334,602,0
74812L41PS,34,M,234613.0,601,0
74816V86CM,53,M,777249.0,571,1
74818Y67SD,36,F,754045.3333333334,968,1
74820G67MJ,33,F,359674.6666666667,389,1
74823L95DR,62,F,434037.3333333333,47,1
74823N86JE,42,M,352936.0,280,0
74824M05KA,29,F,449098.6666666667,390,1
74827R74SF,60,F,471456.0,682,1
74834Q35HY,43,M,694669.3333333334,272,1
74836H85QW,50,M,552816.0,260,1
74836J44FT,51,F,524618.6666666666,588,1
74846Q40EX,47,M,228054.0,425,1
74846X01LZ,65,M,432642.0,452,1
74850O43KD,40,M,495973.0,282,0
74850O56QG,48,M,361352.0,384,1
74852M47JM,58,M,726434.0,315,0
74857E81HM,59,M,683556.0,204,1
74858X87KS,65,F,209914.66666666666,223,0
74861C42PN,52,F,466024.0,610,1
74862V16KJ,41,M,661965.3333333334,974,1
74865K63KZ,53,F,412536.0,281,0
74866W95WT,55,M,733496.0,247,0
74868E81QT,56,F,405877.3333333333,568,1
74868T80AW,38,M,180323.0,83,0
74869D75HR,59,F,131464.0,397,0
74870Z84US,41,M,336975.0,383,1
74871F07QS,43,M,339711.0,237,0
74879R85ZT,31,F,389389.6666666666,75,0
74889D55WY,61,M,72975.0,288,0
74892E23FL,32,M,107517.0,268,0
74893Z14YD,64,M,253985.0,225,0
74896E30ZD,59,F,439229.3333333333,425,1
74896N94XD,33,M,180563.0,282,0
74896V18HO,62,M,276816.0,499,1
74898P16LY,46,F,407341.3333333333,624,1
74900U11OV,54,F,387824.0,845,1
74901G54TJ,53,M,224743.0,156,0
74903D41WW,38,F,631848.0,581,0
74915H70HO,57,M,89726.0,142,0
74925T93LK,53,M,148184.0,232,0
74928V62DI,30,F,198178.66666666666,337,1
74933R85PY,50,M,311480.0,486,1
74934W91RH,47,M,444328.0,379,0
74936Z71KE,52,M,133086.0,351,0
74938V28BV,43,M,701826.6666666666,326,1
74938Z18QF,51,F,423058.6666666667,241,0
74939A08QG,58,F,123202.66666666667,377,0
74947D07UR,36,F,652989.3333333334,487,1
74949X25VI,38,M,123901.0,257,0
74950W61JT,25,F,322421.3333333333,3,0
74955N79ZC,38,F,686338.6666666666,654,1
74957Q30DP,27,M,236077.0,897,1
74960O15IS,26,M,201781.0,380,1
74962A68EJ,62,M,697452.0,245,1
74968V38LZ,55,F,361048.0,352,1
74974R56US,26,F,323064.0,429,0
74981I21LB,54,M,662864.0,223,0
74982A87PO,46,M,474731.0,1,0
74982Y49ID,28,F,471965.3333333333,355,0
74988A58BY,35,F,489122.6666666667,455,1
74991A94VY,43,F,687728.0,308,1
74994B97SO,47,M,258951.0,276,1
74999X43EA,30,F,329248.0,428,1
75000H48JQ,52,F,402282.6666666667,457,1
75001C46WC,27,M,183709.0,313,0
75007B10WR,36,F,457464.0,257,0
75008J84MT,40,F,783640.0,306,1
75009U76QH,54,M,134457.0,114,1
75015O00TB,38,M,160654.0,468,0
75018P76QN,45,F,759946.6666666666,704,1
75021G28KC,41,F,599170.6666666666,303,0
75023Q20HN,59,M,719280.0,211,0
75024C12TW,25,F,415885.3333333333,349,1
75024V17XQ,52,M,543784.0,1014,1
75025J60YV,46,M,106423.0,28,0
75026R33CR,34,M,270216.0,562,1
75028A32DD,29,F,371002.6666666667,272,1
75031A79RL,56,F,167677.33333333334,342,0
75031T40QP,40,M,225305.0,17,0
75046H38XZ,26,M,271328.0,58,0
75047C70UT,32,M,170908.0,296,1
75047W13UL,32,F,357180.3333333334,316,1
75049M97WD,54,F,295072.0,421,1
75049N09HC,51,M,240167.0,74,0
